x,y,z_top,z_bot,Sxx_jump,Syy_jump,Szz_jump,Sxy_jump,Syz_jump,Sxz_jump,tx_jump,ty_jump,tz_jump,tmag_jump
-0.35000001,-0.35000001,0.19420004822313786,0.04335632175207138,0.0035183667,0.00096443633,-0.00046085357,-2.782762e-05,-0.00038888713,0.008745639,0.008745638653635979,-0.00038888712879270315,-0.0004608535673469305,0.008766402607081697
-0.35000001,-0.25000001,0.1938840877264738,0.04067447315901518,0.0034537828,0.00088868337,-0.0005819098,-2.3698023e-05,-0.00023509012,0.00856593,0.008565929718315601,-0.00023509011953137815,-0.0005819097859784961,0.00858889039995512
-0.35000001,-0.15,0.1935681253671646,0.03799262491520494,0.003412038,0.00084704766,-0.00063685875,-1.2010738e-05,-0.000117626965,0.008471997,0.008471997454762459,-0.00011762696522055194,-0.0006368587492033839,0.00849671501480928
-0.35000001,-0.05,0.19325216114521027,0.03531077674415428,0.0033957795,0.0008332756,-0.0006515874,-3.6868723e-06,-3.652792e-05,0.008428819,0.008428818546235561,-3.652791929198429e-05,-0.0006515873828902841,0.008454045332963041
-0.35000001,0.05,0.19293619878590107,0.032628928442136385,0.0033957795,0.0008332756,-0.0006515874,3.6868723e-06,3.652792e-05,0.008428819,0.008428818546235561,3.652791929198429e-05,-0.0006515873828902841,0.008454045332963041
-0.35000001,0.15,0.19262023828923702,0.029947080154670402,0.003412038,0.00084704766,-0.00063685875,1.2010738e-05,0.000117626965,0.008471997,0.008471997454762459,0.00011762696522055194,-0.0006368587492033839,0.00849671501480928
-0.35000001,0.25000001,0.19230427592992783,0.027265231794444844,0.0034537828,0.00088868337,-0.0005819098,2.3698023e-05,0.00023509012,0.00856593,0.008565929718315601,0.00023509011953137815,-0.0005819097859784961,0.00858889039995512
-0.35000001,0.35000001,0.19198831170797348,0.024583383463323116,0.0035183667,0.00096443633,-0.00046085357,2.782762e-05,0.00038888713,0.008745639,0.008745638653635979,0.00038888712879270315,-0.0004608535673469305,0.008766402607081697
-0.35000001,0.45,0.19167234934866428,0.021901535394135863,0.0039470815,0.0012942057,0.0006963243,-1.7604267e-05,0.0010472441,0.008963785,0.008963785134255886,0.0010472440626472235,0.0006963242776691914,0.009051576191997071
-0.25000001,-0.45,0.17680046893656254,0.029716824821662158,0.002765824,0.000887078,0.0005340839,3.5366535e-05,-0.0011032139,0.0057122046,0.005712204612791538,-0.0011032138718292117,0.0005340839270502329,0.005842226290253291
-0.25000001,-0.35000001,0.17648450657725334,0.027034976741560968,0.002480181,0.0007106103,-0.0002573856,-1.45093545e-05,-0.00057512335,0.0055960147,0.00559601467102766,-0.0005751233547925949,-0.00025738560361787677,0.005631375890538159
-0.25000001,-0.25000001,0.17616854421794415,0.024353128264920088,0.0024059145,0.0006259091,-0.00042290875,-2.2487771e-05,-0.00034879002,0.005490044,0.005490044131875038,-0.00034879002487286925,-0.000422908749897033,0.005517344548070732
-0.25000001,-0.15,0.17585258185863495,0.021671279857400805,0.0023723491,0.00058488944,-0.00047923872,-1.3809913e-05,-0.00018071746,0.0054207286,0.005420728586614132,-0.00018071745580527931,-0.0004792387189809233,0.005444871620005273
-0.25000001,-0.05,0.17553661949932575,0.01898943151172716,0.0023587006,0.0005697899,-0.0004965979,-4.5395486e-06,-5.6201505e-05,0.0053883493,0.005388349294662476,-5.6201504776254296e-05,-0.0004965979023836553,0.005411476342651842
-0.25000001,0.05,0.17522065714001656,0.016307583326124586,0.0023587006,0.0005697899,-0.0004965979,4.5395486e-06,5.6201505e-05,0.0053883493,0.005388349294662476,5.6201504776254296e-05,-0.0004965979023836553,0.005411476342651842
-0.25000001,0.15,0.17490469478070736,0.013625735125970095,0.0023723491,0.00058488944,-0.00047923872,1.3809913e-05,0.00018071746,0.0054207286,0.005420728586614132,0.00018071745580527931,-0.0004792387189809233,0.005444871620005273
-0.25000001,0.25000001,0.17458873242139816,0.01094388694036752,0.0024059145,0.0006259091,-0.00042290875,2.2487771e-05,0.00034879002,0.005490044,0.005490044131875038,0.00034879002487286925,-0.000422908749897033,0.005517344548070732
-0.25000001,0.35000001,0.17427277006208897,0.00826203846372664,0.002480181,0.0007106103,-0.0002573856,1.45093545e-05,0.00057512335,0.0055960147,0.00559601467102766,0.0005751233547925949,-0.00025738560361787677,0.005631375890538159
-0.25000001,0.45,0.17395680770277977,0.0055801901035010815,0.002765824,0.000887078,0.0005340839,-3.5366535e-05,0.0011032139,0.0057122046,0.005712204612791538,0.0011032138718292117,0.0005340839270502329,0.005842226290253291
-0.15,-0.45,0.15908492729067802,0.013395479880273342,0.0016111182,0.0005056723,0.000311587,3.8623366e-05,-0.0011281394,0.0032229498,0.003222949802875519,-0.001128139439970255,0.00031158700585365295,0.003428875980563979
-0.15,-0.35000001,0.15876896493136883,0.010713631858379813,0.0014432692,0.00041298685,-0.00015400254,-6.69803e-06,-0.00066534465,0.0031706542,0.0031706541776657104,-0.0006653446471318603,-0.00015400254051201046,0.003243369882745444
